12.2591,-0.0000,585.2781
1616.8195,235.1082,0.0000
1617.4476,235.1082,-0.0132
1616.8195,1166.8218,0.0000
13.3018,0.0004,609.6173
1617.4476,235.1082,-0.0132
1617.4738,1166.8218,-0.0143
1616.8195,1166.8218,0.0000
1.0427,0.0000,24.3392
1617.4476,235.1082,-0.0132
1617.4738,235.1082,-0.0143
1617.4738,1166.8218,-0.0143
35.7130,-0.0000,559.9153
1617.4738,235.1082,-0.0143
1618.0747,235.1082,-0.0526
1617.4738,1166.8218,-0.0143
39.8800,0.0007,608.3662
1617.4738,1166.8218,-0.0143
1618.0747,235.1082,-0.0526
1618.1267,1166.8218,-0.0571
4.1670,0.0000,48.4509
1618.0747,235.1082,-0.0526
1618.1267,235.1082,-0.0571
1618.1267,1166.8218,-0.0571
57.0208,-0.0000,533.6426
1618.1267,235.1082,-0.0571
1618.6995,235.1082,-0.1183
1618.1267,1166.8218,-0.0571
66.3823,0.0010,606.2053
1618.1267,1166.8218,-0.0571
1618.6995,235.1082,-0.1183
1618.7773,1166.8218,-0.1283
9.3615,0.0000,72.5627
1618.6995,235.1082,-0.1183
1618.7773,235.1082,-0.1283
1618.7773,1166.8218,-0.1283
76.1512,-0.0000,506.5738
1618.7773,235.1082,-0.1283
1619.3210,235.1082,-0.2101
1618.7773,1166.8218,-0.1283
92.7583,0.0013,602.6795
1618.7773,1166.8218,-0.1283
1619.3210,235.1082,-0.2101
1619.4242,1166.8218,-0.2279
16.6071,0.0000,96.1057
1619.3210,235.1082,-0.2101
1619.4242,235.1082,-0.2279
1619.4242,1166.8218,-0.2279
93.0803,-0.0000,478.8225
1619.4242,235.1082,-0.2279
1619.9381,235.1082,-0.3278
1619.4242,1166.8218,-0.2279
118.9576,0.0015,598.0164
1619.4242,1166.8218,-0.2279
1619.9381,235.1082,-0.3278
1620.0660,1166.8218,-0.3556
25.8773,0.0000,119.1938
1619.9381,235.1082,-0.3278
1620.0660,235.1082,-0.3556
1620.0660,1166.8218,-0.3556
107.7924,-0.0000,450.7301
1620.0660,235.1082,-0.3556
1620.5498,235.1082,-0.4713
1620.0660,1166.8218,-0.3556
144.9306,0.0017,592.3297
1620.0660,1166.8218,-0.3556
1620.5498,235.1082,-0.4713
1620.7018,1166.8218,-0.5111
37.1382,0.0000,141.5995
1620.5498,235.1082,-0.4713
1620.7018,235.1082,-0.5111
1620.7018,1166.8218,-0.5111
120.2795,-0.0000,422.1827
1620.7018,235.1082,-0.5111
1621.1549,235.1082,-0.6402
1620.7018,1166.8218,-0.5111
170.6276,0.0019,585.3918
1620.7018,1166.8218,-0.5111
1621.1549,235.1082,-0.6402
1621.3301,1166.8218,-0.6942
50.3482,0.0000,163.2091
1621.1549,235.1082,-0.6402
1621.3301,235.1082,-0.6942
1621.3301,1166.8218,-0.6942
130.5412,-0.0000,393.5216
1621.3301,235.1082,-0.6942
1621.7524,235.1082,-0.8344
1621.3301,1166.8218,-0.6942
195.9999,0.0020,577.4304
1621.3301,1166.8218,-0.6942
1621.7524,235.1082,-0.8344
1621.9498,1166.8218,-0.9046
65.4587,0.0000,183.9088
1621.7524,235.1082,-0.8344
1621.9498,235.1082,-0.9046
1621.9498,1166.8218,-0.9046
138.5850,-0.0000,364.7468
1621.9498,235.1082,-0.9046
1622.3413,235.1082,-1.0534
1621.9498,1166.8218,-0.9046
220.9991,0.0021,568.2180
1621.9498,1166.8218,-0.9046
1622.3413,235.1082,-1.0534
1622.5597,1166.8218,-1.1418
82.4141,0.0000,203.4711
1622.3413,235.1082,-1.0534
1622.5597,235.1082,-1.1418
1622.5597,1166.8218,-1.1418
144.4259,-0.0000,336.1994
1622.5597,235.1082,-1.1418
1622.9205,235.1082,-1.2968
1622.5597,1166.8218,-1.1418
245.5775,0.0023,558.0955
1622.5597,1166.8218,-1.1418
1622.9205,235.1082,-1.2968
1623.1587,1166.8218,-1.4054
101.1516,0.0000,221.8961
